,pos,sentence_idx,word,tag
22007,CC,946,ou,_
22008,ADV,946,moins,_
22009,ADJ,946,frÃ©quente,P
22010,PONCT,946,",",P
22011,DET,946,l',P
22012,NC,946,auteur,_
22013,V,946,va,_
22014,ADV,946,gÃ©nÃ©ralement,_
22015,VINF,946,dater,_
22016,DET,946,chaque,_
22017,NC,946,session,P
22018,PONCT,946,.,_
22019,DELIM,946,Â§,_
22020,CLS,947,Il,P
22021,V,947,a,_
22022,DET,947,une,_
22023,NC,947,visÃ©e,_
22024,ADJ,947,personnelle,_
22025,CC,947,et,_
22026,ADJ,947,secrÃ¨te,_
22027,PONCT,947,.,P
22028,DELIM,947,Â§,_
22029,DET,948,Le,_
22030,NC,948,journal,_
22031,ADJ,948,intime,_
22032,V,948,est,P
22033,DET,948,un,_
22034,NC,948,genre,_
22035,ADJ,948,littÃ©raire,_
22036,VPP,948,nÃ©,_
22037,P+D,948,au,_
22038,ADJ,948,XVIII,_
22039,NC,948,siÃ¨cle,_
22040,P,948,Ã ,P
22041,DET,948,la,_
22042,ADJ,948,mÃªme,_
22043,NC,948,Ã©poque,_
22044,CS,948,que,_
22045,DET,948,l',_
22046,NC,948,autobiographie,_
22047,PONCT,948,",",_
22048,ADV,948,seulement,_
22049,CLS,948,il,_
22050,V,948,sera,_
22051,VPP,948,considÃ©rÃ©,_
22052,P,948,comme,_
22053,DET,948,un,_
22054,NC,948,genre,_
22055,ADJ,948,littÃ©raire,_
22056,ADV,948,ne,P
22057,V,948,sera,_
22058,ADV,948,pas,_
22059,VPP,948,considÃ©rÃ©,_
22060,P,948,comme,_
22061,DET,948,un,_
22062,NC,948,genre,_
22063,ADJ,948,littÃ©raire,_
22064,ADV,948,immÃ©diatement,_
22065,PONCT,948,.,_
22066,DELIM,948,Â§,_
22067,DET,949,Le,P
22068,NC,949,journal,_
22069,ADJ,949,intime,_
22070,NC,949,Ã©critfaÃ§on,P
22071,PONCT,949,.,P
22072,DELIM,949,Â§,_
22073,NPP,950,L,P
22074,V,950,peut,P
22075,VINF,950,Ãªtre,_
22076,ADV,950,Ã©galement,_
22077,VPP,950,appelÃ©,_
22078,NC,950,diaire,P
22079,PONCT,950,",",_
22080,PROREL,950,qui,_
22081,V,950,signifie,_
22082,P+D,950,au,_
22083,ADJ,950,XVIe,P
22084,NC,950,siÃ¨cle,_
22085,PONCT,950,",",_
22086,PONCT,950,&quot;,_
22087,NC,950,livre,_
22088,P,950,de,_
22089,NC,950,raison,_
22090,PONCT,950,&quot;,_
22091,V,950,est,P
22092,VPP,950,utilisÃ©,_
22093,P,950,comme,P
22094,NC,950,subtantif,_
22095,PROREL,950,qui,_
22096,V,950,signifie,_
22097,PONCT,950,.,P
22098,DELIM,950,Â§,_
22099,P,951,En,_
22100,NC,951,effet,_
22101,DET,951,ce,_
22102,NC,951,texte,_
22103,V,951,est,_
22104,VPP,951,rÃ©digÃ©,_
22105,P,951,pour,_
22106,NC,951,soi,_
22107,ADJ,951,mÃªme,_
22108,ADV,951,donc,_
22109,DET,951,aucune,_
22110,NC,951,e,P
22111,NPP,951,s,_
22112,PONCT,951,",",P
22113,DET,951,ses,_
22114,NC,951,Ã©vÃ¨nements,_
22115,P,951,pour,P
22116,DET,951,aucun,_
22117,NC,951,destinataire,_
22118,PONCT,951,",",P
22119,CLS,951,il,_
22120,V,951,sagit,_
22121,ADV,951,donc,_
22122,P,951,d',_
22123,DET,951,un,_
22124,NC,951,Ã©crit,_
22125,PROREL,951,qui,_
22126,ADV,951,ne,_
22127,V,951,comporte,_
22128,CC,951,ni,_
22129,NC,951,filte,_
22130,PONCT,951,",",_
22131,CC,951,ni,_
22132,NC,951,sansure,_
22133,PONCT,951,",",_
22134,CC,951,mais,P
22135,ADV,951,uniqiement,_
22136,DET,951,la,_
22137,NC,951,pensÃ©e,_
22138,ADJ,951,profonde,_
22139,CC,951,et,_
22140,NC,951,veridique,_
22141,P,951,de,_
22142,DET,951,l',_
22143,NC,951,auteur,_
22144,PONCT,951,.,_
22145,DELIM,951,Â§,_
22146,NPP,952,u,P
22147,NPP,952,Le,P
22148,NC,952,texte,_
22149,NC,952,source,_
22150,PROREL,952,que,_
22151,CLS,952,j',_
22152,V,952,ai,_
22153,VPP,952,choisi,_
22154,V,952,est,P
22155,DET,952,le,P
22156,NC,952,journal,_
22157,P,952,d',_
22158,NPP,952,Anne,_
22159,NPP,952,Franck,_
22160,P+D,952,du,P
22161,NPP,952,Mardi,_
22162,ADJ,952,1er,_
22163,NC,952,aoÃ»t,_
22164,NC,952,1994,_
22165,PONCT,952,",",P
22166,DET,952,le,_
22167,NC,952,texte,_
22168,NC,952,cible,_
22169,PROREL,952,dont,P
22170,CLS,952,je,_
22171,CLR,952,me,_
22172,V,952,suis,_
22173,VPP,952,inspirÃ©,_
22174,V,952,est,P
22175,DET,952,le,_
22176,NC,952,discours,_
22177,P,952,de,_
22178,NPP,952,FranÃ§ois,_
22179,NPP,952,Hollande,_
22180,P+D,952,du,_
22181,ADJ,952,3O,P
22182,NC,952,aoÃ»t,_
22183,NC,952,2016,_
22184,NC,952,0,P
22185,PONCT,952,.,P
22186,DELIM,952,Â§,_
22187,P,953,selon,P
22188,ADJ,953,certaine,_
22189,NC,953,pÃ©riode,_
22190,P,953,de,_
22191,DET,953,la,_
22192,NC,953,vie,_
22193,P,953,de,_
22194,DET,953,l',_
22195,NC,953,auteur,_
22196,DELIM,953,Â§,_
22197,DET,954,Le,P
22198,NC,954,texte,_
22199,PONCT,954,",",P
22200,CLS,954,il,_
22201,V,954,a,_
22202,DET,954,une,_
22203,NC,954,posture,_
22204,ADJ,954,pragmatique,_
22205,DET,954,sa,P
22206,NC,954,posture,_
22207,ADJ,954,pragmatique,P
22208,V,954,est,_
22209,DET,954,la,_
22210,NC,954,vÃ©ritÃ©,_
22211,PONCT,954,.,P
22212,DELIM,954,Â§,_
22213,DET,955,Le,P
22214,NC,955,journal,_
22215,ADJ,955,intime,_
22216,CLR,955,s',_
22217,V,955,Ã©crit,_
22218,ADV,955,souvent,P
22219,P,955,Ã ,_
22220,DET,955,la,_
22221,ADJ,955,premiÃ¨re,_
22222,NC,955,personne,_
22223,CS,955,car,P
22224,DET,955,l',_
22225,NC,955,Ã©crivain,_
22226,V,955,parle,_
22227,P,955,de,_
22228,PRO,955,lui,_
22229,P,955,Ã ,_
22230,PRO,955,lui,_
22231,PONCT,955,-,_
22232,NPP,955,mÃ©me,_
22233,PONCT,955,",",P
22234,CC,955,et,_
22235,DET,955,le,_
22236,NC,955,temps,_
22237,DET,955,le,_
22238,ADV,955,plus,_
22239,ADJ,955,courant,_
22240,V,955,est,_
22241,P+D,955,du,_
22242,ADJ,955,prÃ©sent,_
22243,CS,955,puisqu',_
22244,CLS,955,il,_
22245,V,955,sagit,_
22246,P,955,d',P
22247,DET,955,une,_
22248,NC,955,focalisation,_
22249,ADJ,955,interne,_
22250,PROREL,955,oÃ¹,P
22251,DET,955,l',_
22252,NC,955,auteur,_
22253,V,955,rÃ©dige,_
22254,DET,955,ses,P
22255,NC,955,experiences,_
22256,CC,955,et,_
22257,NC,955,pensÃ©es,_
22258,ADJ,955,personnelles,_
22259,PONCT,955,.,_
22260,DELIM,955,Â§,_
22261,PONCT,956,",",P
22262,CLS,956,il,P
22263,CLO,956,y,_
22264,V,956,a,_
22265,ADV,956,donc,_
22266,DET,956,une,_
22267,NC,956,indexicalitÃ©,_
22268,P+D,956,des,_
22269,NC,956,Ã©vÃ¨nements,_
22270,PONCT,956,.,_
22271,DELIM,956,Â§,_
22272,DET,957,Le,P
22273,NC,957,marqeur,_
22274,ADJ,957,paratextuels,_
22275,P+D,957,du,_
22276,NC,957,journal,_
22277,ADJ,957,intime,_
22278,V,957,est,_
22279,DET,957,la,_
22280,NC,957,datation,_
22281,P,957,en,_
22282,NC,957,dÃ©but,_
22283,P,957,de,_
22284,DET,957,chaque,_
22285,NC,957,session,_
22286,DELIM,957,Â§,_
22287,DET,958,Le,P
22288,NC,958,mode,_
22289,ADJ,958,discursif,_
22290,V,958,suit,_
22291,ADV,958,donc,_
22292,DET,958,un,_
22293,NC,958,schema,_
22294,P,958,de,P
22295,NC,958,microstructures,_
22296,ADJ,958,narratives,_
22297,CC,958,et,_
22298,ADJ,958,descriptives,_
22299,PONCT,958,.,P
22300,DELIM,958,Â§,_
22301,ADV,959,Seulement,P
22302,PONCT,959,",",_
22303,DET,959,la,_
22304,NC,959,narration,_
22305,V,959,reste,_
22306,VPP,959,limitÃ©e,P
22307,PONCT,959,",",_
22308,P,959,en,_
22309,NC,959,effet,_
22310,DET,959,le,P
22311,NC,959,texte,_
22312,ADV,959,n',_
22313,ADV,959,e,_
22314,CLS,959,il,P
22315,ADV,959,n',_
22316,CLO,959,y,_
22317,V,959,a,_
22318,ADV,959,pas,_
22319,P,959,de,_
22320,NC,959,perspective,_
22321,P,959,de,_
22322,NC,959,publication,_
22323,PONCT,959,",",_
22324,DET,959,l',_
22325,NC,959,auteur,_
22326,ADV,959,n',_
22327,V,959,a,_
22328,ADV,959,donc,_
22329,ADV,959,pas,_
22330,NC,959,besoin,_
22331,P,959,d',_
22332,VINF,959,expliciter,_
22333,DET,959,chaque,_
22334,NC,959,Ã©vÃ¨nement,_
22335,P,959,en,_
22336,VPR,959,apportant,_
22337,DET,959,des,_
22338,NC,959,dÃ©tails,_
22339,CC,959,ou,_
22340,NC,959,explications,_
22341,PONCT,959,",",_
22342,CLS,959,il,P
22343,V,959,peut,_
22344,CLR,959,se,_
22345,VINF,959,contenter,_
22346,P,959,de,P
22347,VINF,959,noter,_
22348,DET,959,ses,_
22349,NC,959,Ã©crits,_
22350,P,959,de,_
22351,NC,959,maniÃ¨re,_
22352,ADJ,959,simple,_
22353,CC,959,et,_
22354,ADV,959,suffisamment,_
22355,ADJ,959,comprÃ©hensibles,_
22356,P,959,pour,_
22357,PRO,959,lui,_
22358,ADV,959,mÃªme,_
22359,PONCT,959,",",_
22360,PONCT,959,.,P
22361,DELIM,959,Â§,_
22362,CLS,960,C',_
22363,V,960,est,_
22364,P,960,pour,_
22365,PRO,960,cela,_
22366,CS,960,que,_
22367,DET,960,le,_
22368,NC,960,journal,P
22369,ADJ,960,intime,_
22370,V,960,a,P
22371,ADV,960,souvent,_
22372,DET,960,des,_
22373,NC,960,constructions,_
22374,P,960,sans,_
22375,NC,960,verbes,_
22376,PONCT,960,.,_
22377,DELIM,960,Â§,_
22378,V,961,sera,P
22379,CC,961,et,P
22380,ADV,961,donc,P
22381,DET,961,les,_
22382,NC,961,effets,_
22383,P,961,de,_
22384,NC,961,style,_
22385,PROREL,961,qui,_
22386,V,961,rendent,_
22387,DET,961,l',_
22388,NC,961,Ã©crit,_
22389,ADV,961,plus,P
22390,ADJ,961,artistiques,_
22391,ADV,961,ne,_
22392,V,961,sont,_
22393,ADV,961,pas,_
22394,ADJ,961,prÃ©sents,_
22395,PONCT,961,.,_
22396,DELIM,961,Â§,_
22397,ADV,962,L,P
22398,VPP,962,rÃ©digÃ©s,P
22399,ADV,962,e,P
22400,VPP,962,rÃ©digÃ©s,P
22401,PONCT,962,",",P
22402,PONCT,962,-,P
22403,CC,962,et,P
22404,V,962,est,P
22405,DET,962,un,_
22406,NC,962,texte,_
22407,ADV,962,relativement,_
22408,ADJ,962,court,_
22409,PONCT,962,.,_
22410,DELIM,962,Â§,_
22411,ADV,963,relativement,P
22412,ADJ,963,rÃ©cent,_
22413,PROREL,963,qui,_
22414,NPP,963,aÃ®t,P
22415,CC,963,ou,P
22416,P,963,d',_
22417,NC,963,ambition,_
22418,ADJ,963,littÃ©raire,_
22419,DELIM,963,Â§,_
22420,NPP,964,Aujourdh,P
22421,PONCT,964,',_
22422,ADV,964,ui,_
22423,DET,964,le,_
22424,NC,964,journal,_
22425,ADJ,964,intime,_
22426,ADV,964,reprÃ©sent,_
22427,PRO,964,une,_
22428,P+D,964,des,_
22429,NC,964,formes,_
22430,DET,964,les,_
22431,ADV,964,plus,_
22432,ADJ,964,courante,_
22433,P,964,de,_
22434,DET,964,l',_
22435,NC,964,Ã©criture,_
22436,PONCT,964,.,P
22437,DELIM,964,Â§,_
22438,DET,965,Son,_
22439,NC,965,statue,_
22440,ADJ,965,littÃ©raire,_
22441,V,965,est,_
22442,ADV,965,donc,_
22443,ADJ,965,problÃ©matique,P
22444,PONCT,965,",",_
22445,NPP,965,De,P
22446,DET,965,nos,_
22447,NC,965,jours,_
22448,PONCT,965,",",_
22449,NPP,965,s,_
22450,PONCT,965,.,_
22451,DELIM,965,Â§,_
22452,DET,966,Le,P
22453,NC,966,genre,_
22454,P+D,966,du,_
22455,NC,966,discours,_
22456,ADJ,966,politique,_
22457,PONCT,966,",",_
22458,V,966,est,P
22459,DET,966,un,_
22460,NC,966,texte,_
22461,VPP,966,rÃ©digÃ©,_
22462,P,966,dans,_
22463,DET,966,le,_
22464,NC,966,but,_
22465,P,966,de,_
22466,VINF,966,toucher,P
22467,CLO,966,les,_
22468,VINF,966,convaincre,P
22469,DET,966,un,P
22470,NC,966,public,_
22471,PONCT,966,",",_
22472,P,966,de,_
22473,CLO,966,le,_
22474,VINF,966,toucher,_
22475,PONCT,966,",",_
22476,P,966,de,P
22477,VINF,966,faire,_
22478,VINF,966,rÃ©flÃ©chir,_
22479,PONCT,966,",",_
22480,P,966,de,_
22481,VINF,966,difuser,_
22482,DET,966,une,_
22483,NC,966,idÃ©e,_
22484,CC,966,ou,_
22485,DET,966,une,_
22486,NC,966,idÃ©ologie,_
22487,PONCT,966,",",_
22488,P,966,de,P
22489,VINF,966,manipuler,_
22490,DET,966,un,_
22491,NC,966,public,_
22492,PONCT,966,",",_
22493,P,966,de,_
22494,VINF,966,donner,P
22495,DET,966,des,_
22496,NC,966,informaions,_
22497,PONCT,966,.,P
22498,DELIM,966,Â§,_
22499,DET,967,Les,_
22500,NC,967,orateurs,_
22501,P+D,967,du,_
22502,NC,967,discours,_
22503,ADJ,967,politique,_
22504,V,967,peuvent,_
22505,VINF,967,Ãªtre,_
22506,VPP,967,comparÃ©s,_
22507,P,967,Ã ,_
22508,DET,967,des,_
22509,NC,967,acteurs,_
22510,PROREL,967,qui,_
22511,CLR,967,se,_
22512,V,967,mettent,_
22513,P,967,en,_
22514,NC,967,scÃ¨ne,_
22515,P,967,comme,_
22516,P+D,967,au,_
22517,NC,967,thÃ©atre,_
22518,PONCT,967,.,P
22519,DELIM,967,Â§,_
22520,P,968,Selon,_
22521,DET,968,le,_
22522,NC,968,larousse,_
22523,P,968,en,_
22524,NC,968,ligne,_
22525,PONCT,968,:,_
22526,DET,968,un,_
22527,NC,968,discours,_
22528,V,968,est,_
22529,PONCT,968,&quot;,P
22530,ADV,968,dÃ©velopement,_
22531,NC,968,oratoire,_
22532,PONCT,968,",",_
22533,P,968,sur,_
22534,DET,968,un,_
22535,NC,968,sujet,_
22536,ADJ,968,dÃ©terminÃ©,_
22537,PONCT,968,",",_
22538,V,968,dit,_
22539,P,968,en,_
22540,NC,968,public,_
22541,PONCT,968,",",_
22542,NPP,968,n,_
22543,CC,968,et,_
22544,P,968,en,_
22545,NC,968,particulier,_
22546,ADV,968,lors,_
22547,P,968,d',_
22548,DET,968,une,_
22549,NC,968,occasion,_
22550,ADJ,968,solennelle,_
22551,PONCT,968,",",_
22552,P,968,par,_
22553,DET,968,un,_
22554,NC,968,orateur,_
22555,PONCT,968,.,P
22556,PONCT,968,&quot;,P
22557,DELIM,968,Â§,_
22558,DET,969,Le,P
22559,NC,969,texte,_
22560,V,969,a,_
22561,ADV,969,donc,_
22562,DET,969,une,_
22563,NC,969,visÃ©e,_
22564,ADV,969,non,P
22565,ADJ,969,personnelle,_
22566,CC,969,et,P
22567,VPP,969,ouverte,_
22568,P,969,Ã ,_
22569,DET,969,un,_
22570,ADJ,969,large,_
22571,NC,969,public,_
22572,PONCT,969,.,_
22573,DELIM,969,Â§,_
22574,DET,970,Le,P
22575,NC,970,discours,_
22576,ADJ,970,politique,_
22577,V,970,sera,_
22578,VPP,970,rÃ©digÃ©e,P
22579,V,970,est,P
22580,ADJ,970,ancien,_
22581,PROREL,970,qui,P
22582,VPP,970,nÃ©,_
22583,P,970,dans,_
22584,DET,970,la,_
22585,NPP,970,GrÃ¨ce,_
22586,ADJ,970,classique,_
22587,P+D,970,au,P
22588,NC,970,moment,_
22589,PROREL,970,oÃ¹,P
22590,DET,970,la,_
22591,NC,970,parole,_
22592,ADV,970,deivent,P
22593,DET,970,un,_
22594,NC,970,instrument,_
22595,P,970,de,_
22596,NC,970,persuasion,_
22597,ADV,970,notamment,P
22598,P,970,pour,_
22599,DET,970,la,_
22600,NC,970,poli,_
22601,DELIM,970,Â§,_
22602,CLS,971,Il,_
22603,V,971,sagit,_
22604,P,971,d',_
22605,NPP,971,Giglion,P
22606,P,971,en,_
22607,NC,971,1989,_
22608,V,971,apporte,_
22609,DET,971,une,_
22610,NC,971,dÃ©finition,_
22611,P+D,971,du,_
22612,NC,971,discours,_
22613,ADJ,971,politique,_
22614,PROREL,971,qui,_
22615,DET,971,le,P
22616,ADJ,971,dÃ©fini,P
22617,P,971,comme,_
22618,PONCT,971,&quot;,P
22619,DET,971,un,_
22620,NC,971,discours,_
22621,P,971,d',_
22622,NC,971,influence,_
22623,VPP,971,produit,_
22624,P,971,dans,_
22625,DET,971,un,_
22626,NC,971,monde,_
22627,ADJ,971,social,_
22628,PONCT,971,(,P
22629,PONCT,971,...,_
22630,PONCT,971,),_
22631,PROREL,971,dont,_
22632,PONCT,971,(,P
22633,CLS,971,il,_
22634,PONCT,971,),_
22635,NC,971,agti,_
22636,P,971,sur,_
22637,DET,971,l',_
22638,ADJ,971,autre,_
22639,P,971,pour,_
22640,CLO,971,le,_
22641,VINF,971,faire,_
22642,VINF,971,agir,_
22643,PONCT,971,",",_
22644,CLO,971,le,_
22645,VINF,971,faire,_
22646,VINF,971,penser,_
22647,PONCT,971,",",_
22648,CLO,971,le,_
22649,VINF,971,faire,_
22650,VINF,971,croire,_
22651,PONCT,971,&quot;,_
22652,PONCT,971,.,_
22653,DELIM,971,Â§,_
22654,DET,972,Le,_
22655,NC,972,Le,P
22656,ADJ,972,intime,_
22657,V,972,est,_
22658,VPP,972,rÃ©digÃ©,_
22659,P,972,pour,_
22660,PRO,972,pour,P
22661,PONCT,972,autrui,P
22662,P,972,pour,_
22663,CLR,972,se,_
22664,VINF,972,faire,_
22665,VINF,972,comprendre,_
22666,CC,972,et,_
22667,P,972,de,_
22668,NC,972,maniÃ¨re,_
22669,P,972,Ã ,_
22670,PRO,972,ce,_
22671,PROREL,972,que,_
22672,DET,972,le,_
22673,NC,972,public,_
22674,VS,972,soit,_
22675,P,972,en,_
22676,NC,972,accord,_
22677,P,972,avec,_
22678,DET,972,le,_
22679,NC,972,le,P
22680,PONCT,972,.,_
22681,DELIM,972,Â§,_
22682,P,973,Pour,_
22683,PRO,973,cela,_
22684,DET,973,la,_
22685,NC,973,rÃ©daction,_
22686,V,973,est,_
22687,VPP,973,rÃ©flÃ©chie,_
22688,PONCT,973,",",_
22689,CLR,973,se,_
22690,V,973,se,P
22691,P,973,de,_
22692,NC,973,stratÃ©gies,_
22693,CC,973,et,_
22694,P,973,de,_
22695,NC,973,tournure,_
22696,P,973,de,_
22697,NC,973,phrase,_
22698,ADJ,973,esthÃ©tique,_
22699,ADV,973,esthÃ©tique,P
22700,P,973,de,_
22701,VINF,973,montrer,_
22702,DET,973,la,_
22703,NC,973,la,P
22704,P+D,973,du,_
22705,NPP,973,e,_
22706,DET,973,e,P
22707,NC,973,orateur,_
22708,PONCT,973,.,_
22709,DELIM,973,Â§,_
22710,VPR,974,C,P
22711,DELIM,974,Â§,_
22712,NC,975,discours,P
22713,ADJ,975,politique,_
22714,DELIM,975,Â§,_
22715,DET,976,Ce,P
22716,NC,976,discours,_
22717,V,976,est,_
22718,DET,976,une,P
22719,NC,976,mise,_
22720,P,976,en,_
22721,NC,976,scÃ¨ne,_
22722,PROREL,976,oÃ¹,_
22723,DET,976,l',_
22724,NC,976,orateur,_
22725,CLR,976,se,_
22726,VINF,976,donner,_
22727,P,976,en,_
22728,NC,976,spectacle,_
22729,ADJ,976,thÃ©atrale,P
22730,CC,976,et,_
22731,ADJ,976,mytique,_
22732,CS,976,car,P
22733,DET,976,l',_
22734,NC,976,orateur,_
22735,CLR,976,se,_
22736,V,976,met,_
22737,P,976,en,_
22738,NC,976,scÃ¨ne,_
22739,NC,976,h,P
22740,P,976,en,P
22741,VPR,976,faussant,_
22742,DET,976,la,_
22743,NC,976,vÃ©ritÃ©,_
22744,P,976,pour,_
22745,VINF,976,atteindre,_
22746,DET,976,son,_
22747,NC,976,but,_
22748,PONCT,976,.,_
22749,DELIM,976,Â§,_
22750,CLS,977,Il,P
22751,V,977,sera,_
22752,VPP,977,constituÃ©,_
22753,P,977,de,_
22754,DELIM,977,Â§,_
22755,DET,978,un,_
22756,NC,978,genre,_
22757,NPP,978,vi,P
22758,CC,978,ou,P
22759,ADV,978,encore,_
22760,DET,978,un,P
22761,PONCT,978,",",P
22762,P,978,dans,_
22763,DET,978,le,_
22764,NC,978,but,_
22765,P,978,d',_
22766,VINF,978,attendre,_
22767,ADV,978,e,P
22768,DET,978,l',_
22769,NC,978,ei,_
22770,NPP,978,it,P
22771,ADV,978,donc,P
22772,PONCT,978,",",P
22773,NPP,978,Ce,P
22774,NPP,978,tetxe,_
22775,V,978,pourra,_
22776,ADV,978,donc,_
22777,VINF,978,Ãªtre,_
22778,VPP,978,constituÃ©,_
22779,P,978,de,_
22780,CLO,978,te,P
22781,DELIM,978,Â§,_
22782,DET,979,Le,P
22783,NC,979,discours,_
22784,ADJ,979,politique,_
22785,V,979,est,_
22786,ADV,979,donc,_
22787,VPP,979,orientÃ©,_
22788,CC,979,et,_
22789,V,979,prÃ©sente,_
22790,P+D,979,des,_
22791,DET,979,les,P
22792,NC,979,Ã©nonciations,_
22793,V,979,constituent,_
22794,DET,979,un,_
22795,NC,979,acte,_
22796,PONCT,979,",",P
22797,CLS,979,ce,_
22798,V,979,sont,_
22799,DET,979,des,_
22800,NC,979,actes,_
22801,P,979,de,_
22802,NC,979,langage,_
22803,PROREL,979,qui,_
22804,V,979,seront,_
22805,VPP,979,utilisÃ©s,_
22806,P,979,pour,_
22807,VINF,979,affirmer,_
22808,PONCT,979,",",_
22809,VINF,979,promettre,_
22810,PONCT,979,",",_
22811,VINF,979,certifier,P
22812,PONCT,979,",",_
22813,VINF,979,dÃ©clarer,P
22814,PONCT,979,",",_
22815,VINF,979,proposer,P
22816,CC,979,ou,_
22817,ADV,979,encore,_
22818,VINF,979,questionner,P
22819,PONCT,979,.,_
22820,DELIM,979,Â§,_
22821,PONCT,980,",",P
22822,CC,980,et,P
22823,PROREL,980,qui,_
22824,V,980,modifieront,_
22825,DET,980,l',_
22826,NC,980,Ã©tat,_
22827,P+D,980,du,P
22828,NC,980,discours,_
22829,PONCT,980,.,_
22830,DELIM,980,Â§,_
22831,CC,981,et,P
22832,P,981,d',_
22833,VINF,981,Ãªtre,_
22834,ADJ,981,succinct,_
22835,DET,981,le,_
22836,ADV,981,plus,_
22837,ADV,981,clairement,_
22838,ADJ,981,possible,_
22839,DELIM,981,Â§,_
22840,NPP,982,I,P
22841,NPP,982,Le,_
22842,NC,982,texte,_
22843,NC,982,source,_
22844,PONCT,982,",",P
22845,P,982,cf,_
22846,PONCT,982,.,_
22847,DELIM,982,Â§,_
22848,ADJ,983,annexe,_
22849,NC,983,1,P
22850,DELIM,983,Â§,_
22851,DET,984,Le,P
22852,NC,984,texte,_
22853,NC,984,source,_
22854,P,984,de,_
22855,DET,984,ce,_
22856,NC,984,pastiche,_
22857,V,984,est,_
22858,DET,984,un,_
22859,NC,984,extrait,P
22860,P+D,984,du,_
22861,NC,984,Journal,_
22862,ADJ,984,intime,_
22863,P,984,d',_
22864,NPP,984,Anne,_
22865,NPP,984,Frank,_
22866,PONCT,984,",",_
22867,DET,984,l',_
22868,NC,984,extrait,_
22869,P+D,984,du,_
22870,NPP,984,Mardi,_
22871,ADJ,984,1,_
22872,NC,984,aoÃ»t,_
22873,NC,984,1944,_
22874,PONCT,984,.,_
22875,DELIM,984,Â§,_
22876,DET,985,Ce,P
22877,NC,985,texte,_
22878,V,985,est,_
22879,DET,985,un,_
22880,NC,985,journal,_
22881,ADJ,985,intime,_
22882,P,985,Ã ,_
22883,NC,985,valeur,_
22884,ADJ,985,autobiographique,_
22885,PONCT,985,.,P
22886,DELIM,985,Â§,_
22887,DET,986,La,_
22888,ADJ,986,premiÃ¨re,_
22889,NC,986,Ã©dition,_
22890,P,986,de,_
22891,DET,986,ce,_
22892,NC,986,texte,_
22893,V,986,est,_
22894,P,986,en,_
22895,NC,986,1947,P
22896,P+D,986,au,_
22897,NPP,986,Pays,_
22898,PONCT,986,-,_
22899,ADJ,986,bas,_
22900,CC,986,et,_
22901,DET,986,la,_
22902,NC,986,traduction,_
22903,ADJ,986,franÃ§aise,_
22904,V,986,apparait,_
22905,P,986,en,_
22906,NC,986,1950,P
22907,PONCT,986,",",_
22908,ADV,986,enfin,_
22909,PONCT,986,",",_
22910,DET,986,ce,_
22911,NC,986,texte,_
22912,CLR,986,se,P
22913,V,986,dÃ©voile,_
22914,P,986,en,_
22915,NC,986,version,_
22916,ADV,986,non,_
22917,VPP,986,sensurÃ©e,_
22918,P,986,en,_
22919,NC,986,2001,_
22920,PONCT,986,.,P
22921,DELIM,986,Â§,_
22922,DET,987,Ce,_
22923,NC,987,journal,_
22924,V,987,a,P
22925,VPP,987,Ã©tÃ©,_
22926,VPP,987,rÃ©digÃ©,_
22927,P+D,987,du,_
22928,ADJ,987,12,P
22929,PONCT,987,-,_
22930,NC,987,juin,_
22931,ADJ,987,1942,P
22932,P+D,987,au,_
22933,ADJ,987,1,P
22934,NC,987,aoÃ»t,_
22935,NC,987,19944,_
22936,PRO,987,ce,P
22937,PROREL,987,qui,_
22938,V,987,est,_
22939,DET,987,trois,_
22940,NC,987,jours,_
22941,P,987,avant,_
22942,DET,987,l',_
22943,NC,987,arretation,_
22944,PONCT,987,.,_
22945,DELIM,987,Â§,_
22946,DET,988,L',P
22947,NC,988,auteure,_
22948,V,988,Ã©crit,_
22949,DET,988,ce,_
22950,NC,988,journal,_
22951,P,988,dans,_
22952,DET,988,le,_
22953,NC,988,but,_
22954,P,988,de,_
22955,VINF,988,partager,_
22956,DET,988,sa,_
22957,NC,988,vie,_
22958,CC,988,et,_
22959,DET,988,ses,_
22960,NC,988,emotions,_
22961,PONCT,988,",",P
22962,CLS,988,elle,_
22963,V,988,dit,_
22964,DET,988,le,_
22965,ADJ,988,12,_
22966,NC,988,juin,_
22967,NC,988,1942,_
22968,PONCT,988,:,_
22969,PONCT,988,&quot;,_
22970,CLS,988,je,P
22971,V,988,vais,_
22972,VINF,988,pouvoir,_
22973,CLS,988,j',_
22974,V,988,espÃ¨re,_
22975,PONCT,988,",",P
22976,PONCT,988,",",_
22977,CLO,988,te,_
22978,VINF,988,confier,_
22979,DET,988,toutes,P
22980,NC,988,sortes,_
22981,P,988,de,_
22982,NC,988,choses,_
22983,PONCT,988,",",_
22984,CS,988,comme,P
22985,CLS,988,je,_
22986,ADV,988,n',_
22987,V,988,ai,_
22988,ADV,988,encore,_
22989,VPP,988,pu,_
22990,CLO,988,le,_
22991,VINF,988,faire,_
22992,P,988,Ã ,_
22993,PRO,988,personne,_
22994,PONCT,988,",",P
22995,CC,988,et,_
22996,CLS,988,j',_
22997,V,988,espÃ¨re,_
22998,CS,988,que,_
22999,CLS,988,tu,_
23000,CLO,988,m',_
23001,CLO,988,en,_
23002,V,988,seras,_
23003,P,988,d',_
23004,DET,988,un,_
